Source,Source ID,Time,Username,Text,File Attachments,Entity URLs,Latitude,Longitude,Geo Type,Media,Positive Sentiment Confidence,Negative Sentiment Confidence,Source URL
twitter,671945149803573000,2015-12-02T06:53:02Z,DynamicPetSuppl,RT @NSPCA_SA: #30seconds is all it takes to make a difference. SMS CARE to 38018. Each SMS costs R25. #AllLivesMatter https://t.co/11lPqm5I…,,,-34,18,enrichment,http://pbs.twimg.com/media/CVMuuGzVEAAfU6_.jpg,,,https://twitter.com/DynamicPetSuppl/status/671945149803573248
twitter,672044966739316000,2015-12-02T13:29:40Z,Eduard_Mangal,RT @Marland_X: #BlueLivesMatter #AllLivesMatter Where tha fuck y'all at??? #BringEmOut #BlackLivesMatter #BlackTwitter #WarOnDrugs https://…,https://twitter.com/splcenter/status/671813698399399937,https://twitter.com/splcenter/status/671813698399399937,,,actual,,,,https://twitter.com/Eduard_Mangal/status/672044966739316736
twitter,672069050181242000,2015-12-02T15:05:22Z,elizapdushku,RT @oliviasiobhan22: More thought and debate on innocent civilians and the risk to their lives please #SyriaVote #AllLivesMatter,,,,,actual,,,,https://twitter.com/elizapdushku/status/672069050181242880
twitter,672049232996601000,2015-12-02T13:46:37Z,elliegrebby,#DontBombSyria #AllLivesMatter https://t.co/Yr3A6jqR2i,,,,,actual,http://pbs.twimg.com/media/CVOZN3eWEAA9_TT.jpg,,,https://twitter.com/elliegrebby/status/672049232996601857
twitter,672097934343667000,2015-12-02T17:00:09Z,estiekretschmer,#16DaysofActivism #1LifeOfActivism #WeAreAllOne #AllLivesMatter https://t.co/7aUlumlBpT,,,-31,23,enrichment,http://pbs.twimg.com/media/CVIH9YlW4AATqLP.jpg (spider web: 0.602837085723877),,,https://twitter.com/estiekretschmer/status/672097934343667713
twitter,671992466166251000,2015-12-02T10:01:03Z,estiekretschmer,#16DaysofActivism #1LifeOfActivism #WeAreAllOne #AllLivesMatter https://t.co/iOlT58DXcR,,,-31,23,enrichment,http://pbs.twimg.com/media/CVIHywMW4AAVkGJ.jpg,,,https://twitter.com/estiekretschmer/status/671992466166251521
twitter,671909184900698000,2015-12-02T04:30:07Z,estiekretschmer,#16DaysofActivism #1LifeOfActivism #WeAreAllOne #AllLivesMatter https://t.co/2CA9Dh049U,,,-31,23,enrichment,http://pbs.twimg.com/media/CVIHoAAW4AAFX4C.jpg,,,https://twitter.com/estiekretschmer/status/671909184900698113
twitter,671894447517380000,2015-12-02T03:31:34Z,fatinbungsu,RT @Brown_Saraah: Another reason why I think people only preach the #AllLivesMatter ideology when it helps them but not when others need he…,,,,,actual,,,,https://twitter.com/fatinbungsu/status/671894447517380608
twitter,671906401539727000,2015-12-02T04:19:04Z,FRANK_J_MILES,"NEOLIBERAL REALISM: Humanize white terrorists > Blame victims of colour 
  #AllLivesMatter #terroralldayeveryday #thefutureofus",,,53,13,enrichment,,,,https://twitter.com/FRANK_J_MILES/status/671906401539727360
twitter,672071465555095000,2015-12-02T15:14:58Z,GedGrebby,RT @elliegrebby: #DontBombSyria #AllLivesMatter https://t.co/Yr3A6jqR2i,,,,,actual,http://pbs.twimg.com/media/CVOZN3eWEAA9_TT.jpg,,,https://twitter.com/GedGrebby/status/672071465555095553
twitter,672086563971579000,2015-12-02T16:14:58Z,Gillocolonna,RT @MalcolmJamalWar: Yes #AllLivesMatter. Acknowledged. Now can U acknowledge the disportionate # of black ppl dying at the hands of cops? …,,,,,actual,,,,https://twitter.com/Gillocolonna/status/672086563971579905
