Source,Source ID,Time,Username,Text,File Attachments,Entity URLs,Latitude,Longitude,Geo Type,Media,Positive Sentiment Confidence,Negative Sentiment Confidence,,,Source URL
twitter,671899615319498000,2015-12-02T03:52:06Z,CurlsNPearls__,"RT @mxlaninprincess: #BlackLivesMatter 
#BlackLivesMatter
#BlackLivesMatter
#BlackLivesMatter
#BlackLivesMatter
#BlackLivesMatter
#BlackLiv…",,,,,actual,,,,,,https://twitter.com/utkchangemakers/status/672056140621025280
twitter,672043903789346000,2015-12-02T13:25:27Z,CvmeronCalnan,RT @MyDadAtTheStore: HE FIRED 6 MORE SHOTS WHILE HE WAS GRASPING FOR AIR.. #LaquanMcDonald #BlackLivesMatter. FUCK CHICAGO PD https://t.co/…,,,,,actual,http://pbs.twimg.com/ext_tw_video_thumb/671181553850912768/pu/img/GPGDbLilKgdaZCzO.jpg,,,,,https://twitter.com/utkchangemakers/status/672056116117962752
twitter,671960794813366000,2015-12-02T07:55:12Z,Cynthia_Norah,RT @UAD_org: Today marks the 60th Anniv' of when #RosaParks refused to give up her seat on the bus #BlackLivesMatter #CivilRights https://t…,,,52,0,enrichment,http://pbs.twimg.com/media/CVNHhvGUAAIfp4t.jpg,,,,,https://twitter.com/Macmorris32/status/672055469473665024
twitter,672051276411215000,2015-12-02T13:54:45Z,daaazzzaaa,RT @Fraudiesta: This is Dwayne De'Fondre. He was shot in the arm by Chicago Police Dept for looking 'suspicious'. #BlackLivesMatter https:/…,,,,,actual,http://pbs.twimg.com/media/CUtTEvLUEAAnFbJ.jpg,,,,,https://twitter.com/jbardhan/status/672055392562614272
twitter,671904213790621000,2015-12-02T04:10:22Z,DADDYNEXXTDOOR,#BlackLivesMatter  https://t.co/00oM993QEs,https://twitter.com/aamandaamayaa/status/671903151784517632,https://twitter.com/aamandaamayaa/status/671903151784517632,,,actual,,,,,,https://twitter.com/utkchangemakers/status/672054896447877120
twitter,671975930416472000,2015-12-02T08:55:21Z,dailybantanews,Leaked Documents Reveal Dothan Police Department Planted Drugs on Young Black Men For Years. #BlackLivesMatter #usa https://t.co/ioMcefaWLz,,http://henrycountyreport.com/blog/2015/12/01/leaked-documents-reveal-dothan-police-department-planted-drugs-on-young-black-men-for-years-district-attorney-doug-valeska-complicit/,,,actual,,,,,,https://twitter.com/Chef_PB/status/672054895659327489
twitter,672075499372478000,2015-12-02T15:31:00Z,dali_mahfoudh,RT @tmorello: 60 years ago today #RosaParks asserted the outlandish notion that #BlackLivesMatter by refusing… https://t.co/SBuRsObDdy,,https://www.instagram.com/p/-y2Is1uLXx/,,,actual,,,,,,https://twitter.com/SyedFathia/status/672054383178342400
twitter,672099315771404000,2015-12-02T17:05:38Z,DanOHerrin,RT @Shearere13: Irony is when you end up emulating the evil you claim to hate. #BlackLivesMatter  https://t.co/ZDbnx83SvO,https://twitter.com/Shearere13/status/670963676044763136,https://twitter.com/Shearere13/status/670963676044763136,,,actual,,,,,,https://twitter.com/SuchAhVixen/status/672054074083274752
twitter,671930430774382000,2015-12-02T05:54:33Z,DanTakhar,"RT @OBAMA4ME2: RACIST Bombshell
Alabama cops systematically framed blacks by planting drugs & guns
for decades!!
#BlackLivesMatter
https://…",,http://www.rawstory.com/2015/12/bombshell-alabama-cops-systematically-framed-blacks-by-planting-drugs-and-guns-for-decades/,,,actual,,,,,,https://twitter.com/valsyl/status/672053735363878912
twitter,671975936825380000,2015-12-02T08:55:22Z,DaPrincessJoJo,RT @etoilee8: @GovJayNixon Don't our lives matter today?  Don't #BlackLivesMatter?  Say it with me.,,,,,actual,,,,,,https://twitter.com/Kittensinurface/status/672052382856052736
twitter,672045477190369000,2015-12-02T13:31:42Z,Davehighbury,"RT @trueblacknews: These Cops planted Drugs & Guns on Black men for years. When the KKK are the Cops what do u do?
#blacklivesmatter https:…",,,,,actual,http://pbs.twimg.com/media/CVOVtRlWwAAnXmT.png,,,,,https://twitter.com/adaobiadibe_/status/672052269047746560
twitter,672064369199480000,2015-12-02T14:46:46Z,Dc37Deborah,RT @PrisonPlanet: #BlackLivesMatter Supporter Who Threatened to Kill 16 White Students Allowed Back on Campus https://t.co/eXMNeN9rF1 https…,,http://www.infowars.com/black-lives-matter-supporter-who-threatened-to-massacre-16-white-students-allowed-back-on-campus/,,,actual,http://pbs.twimg.com/media/CVOKSQoWcAAgA-N.jpg,,,,,https://twitter.com/HunyadiSenpai/status/672052167365275648
twitter,671934918298107000,2015-12-02T06:12:23Z,dcnblues,"RT @henrycoreport: Docs Reveal Dothan Police Planted Drugs on Black Men For Years #dothan #blacklivesmatter 
https://t.co/N5ifm2A4J6 https:…",,http://bit.ly/1lVKC6Y,,,actual,http://pbs.twimg.com/media/CVKaD3qVAAAWPXg.png,,,,,https://twitter.com/BlkHistStudies/status/672052149824679936
twitter,672070673418727000,2015-12-02T15:11:49Z,deAdder,I drew this ten years ago. A tribute to #RosaParks #BlackLivesMatter #cdnpoli https://t.co/RWJ5fAqGqB,,,,,actual,http://pbs.twimg.com/media/CVOstz4UYAACCrK.jpg,,,,,https://twitter.com/ariellechynna/status/672051423459328000
twitter,672076665288130000,2015-12-02T15:35:38Z,deanslistnews,RT @PrisonPlanet: #BlackLivesMatter Supporter Who Threatened to Kill 16 White Students Allowed Back on Campus https://t.co/eXMNeN9rF1 https…,,http://www.infowars.com/black-lives-matter-supporter-who-threatened-to-massacre-16-white-students-allowed-back-on-campus/,56,-106,enrichment,http://pbs.twimg.com/media/CVOKSQoWcAAgA-N.jpg,,,,,https://twitter.com/daaazzzaaa/status/672051276411215872
twitter,672050200664518000,2015-12-02T13:50:28Z,debjeans,RT @deAdder: Cartoon for Nov30. #cdnpoli #BlackLivesMatter #Indigenous https://t.co/eNm67uRp79,,,,,actual,http://pbs.twimg.com/media/CVEGbRdUYAEO6CF.jpg,,,,,https://twitter.com/SimonTefula/status/672051247021694976
twitter,672095858113007000,2015-12-02T16:51:54Z,DeKervsta,"RT @DavidRomeiPHD: #RahmEmanuel - pack your bags and leave.  Sooner the better.  You lied, you stole and you must go. #BlackLivesMatter htt…",,,52,-2,enrichment,http://pbs.twimg.com/media/CVOfqUbU4AAZfNA.jpg,,,,,https://twitter.com/NicaRozier/status/672051074036047872
twitter,672083792669089000,2015-12-02T16:03:57Z,desireGimx,"Rosa Parks Forever Will be Remembered
#BlackLivesMatter",,,,,actual,,,,,,https://twitter.com/Irie1814/status/672050747157123075
twitter,672045840240898000,2015-12-02T13:33:08Z,Difamili_DF,"#KCA #VoteJKT48ID trueblacknews: CHICAGO COVERING UP ANOTHER POLICE SHOOTING OF UNARMED BLACK MAN ON VIDEO
#BlackLivesMatter #RonaldJohnson",,,-1,114,enrichment,,,,,,https://twitter.com/xSLAxxx/status/672050635328651264
twitter,672076988304236000,2015-12-02T15:36:55Z,DinoFancellu,RT @PrisonPlanet: #BlackLivesMatter Supporter Who Threatened to Kill 16 White Students Allowed Back on Campus https://t.co/eXMNeN9rF1 https…,,http://www.infowars.com/black-lives-matter-supporter-who-threatened-to-massacre-16-white-students-allowed-back-on-campus/,55,-3,enrichment,http://pbs.twimg.com/media/CVOKSQoWcAAgA-N.jpg,,,,,https://twitter.com/SeanForTheWin/status/672050594941505538
twitter,671988644534685000,2015-12-02T09:45:52Z,DinoFancellu,RT @ThePatriot143: Rosa Parks & #BlackLivesMatter... contrast much? Spoiled Rich Black Kids In Da Struggle  #ImBringingSegregationBack http…,,,55,-3,enrichment,http://pbs.twimg.com/media/CVLjR5vUAAAziLc.jpg,,,,,https://twitter.com/debjeans/status/672050200664518657
twitter,671872580488400000,2015-12-02T02:04:40Z,divakarssathya,"Mom: Dashcam Shows Chicago Cop Killed Unarmed Son
 https://t.co/O6KotKO5NQ #BlackLivesMatter",,http://ow.ly/VmcRM,,,actual,,,1,,,https://twitter.com/tristianjoness/status/672049397660692480
twitter,672042334566146000,2015-12-02T13:19:13Z,doc_damage,RT @bob_owens: Media is not covering the #NewOrleansShooting because #BlackLivesMatter doesn't matter when shot by black people.,,,,,actual,,,,,,https://twitter.com/KJustafiedof45/status/672049289078530048
twitter,672034956751843000,2015-12-02T12:49:54Z,dom_hartl,RT @PrisonPlanet: #BlackLivesMatter Supporter Who Threatened to Kill 16 White Students Allowed Back on Campus https://t.co/eXMNeN9rF1 https…,,http://www.infowars.com/black-lives-matter-supporter-who-threatened-to-massacre-16-white-students-allowed-back-on-campus/,55,15,enrichment,http://pbs.twimg.com/media/CVOKSQoWcAAgA-N.jpg,,,,,https://twitter.com/PupspurJeanette/status/672049101601677312
twitter,672041723057557000,2015-12-02T13:16:47Z,donnavthorn,"RT @trueblacknews: PROOF: Dothan Police Department Planted Drugs on Young Black Men For Years DA is in on it  #BlackLivesMatter 
https://t.…",,http://henrycountyreport.com/blog/2015/12/01/leaked-documents-reveal-dothan-police-department-planted-drugs-on-young-black-men-for-years-district-attorney-doug-valeska-complicit/,,,actual,,,,,,https://twitter.com/mustafa1surchi/status/672047751044202496
twitter,672041490563100000,2015-12-02T13:15:51Z,donnavthorn,These Savvy Women Have Made #BlackLivesMatter the most Crucial Left Wing Movement Today https://t.co/0OW2C8mHWC,,http://blacklivesmatter.com/these-savvy-women-have-made-black-lives-matter-the-most-crucial-left-wing-movement-today/,,,actual,,,,,,https://twitter.com/ravynetwaroo/status/672047539760316416
twitter,671917310588796000,2015-12-02T05:02:25Z,Doookss,"RT @FemsHaveBallz: #BlackLivesMatter Checklist:

No job✅
New Jordan's✅
Asking for jusiss✅
Dindu nuffin✅✅✅",,,,,actual,,,,,,https://twitter.com/ravynetwaroo/status/672047542562111488
twitter,671881591883472000,2015-12-02T02:40:29Z,DoxitheDutchman,RT @scrowder: Rosa Parks probably wouldn't have liked #BlackLivesMatter...just guessing. https://t.co/yY9B1WEcRg,,,52,5,enrichment,http://pbs.twimg.com/media/CVLlZNCWwAEyc6u.png,,,,,https://twitter.com/SoCaliMilitia1/status/672047467098013696
twitter,671961834107310000,2015-12-02T07:59:20Z,Dr_Shoaib_Tj,"Chicago Police Superintendent Is Fired
#chicagoshootings #Chicago #BlackLivesMatter #BlackTwitter 
https://t.co/ylBDKxHRRS",,http://flip.it/XpYZH,,,actual,,,,,,https://twitter.com/RAF2attac/status/672047424077225984
twitter,672071309589798000,2015-12-02T15:14:21Z,dreamitnowdoit,RT @deAdder: I drew this ten years ago. A tribute to #RosaParks #BlackLivesMatter #cdnpoli https://t.co/RWJ5fAqGqB,,,,,actual,http://pbs.twimg.com/media/CVOstz4UYAACCrK.jpg,,,,,https://twitter.com/Catsplaining/status/672046776954839041
twitter,671896920131006000,2015-12-02T03:41:23Z,DrJamesPeterson,RT @whiteliesbook: @LehighU joins first #BlackLivesMatterUK conference  https://t.co/jCk2LXHvb0 @religionhiphop @DrJamesPeterson @Raceandri…,,https://shar.es/1cyMIH,,,actual,,,,,,https://twitter.com/Just_JayyTee/status/672046622084349952
twitter,671976329974280000,2015-12-02T08:56:56Z,DrShazif,"RT @Razarumi: 60 years ago, #RosaParks refused to give up her seat. Inspirational.  #OnThisDay #BlackLivesMatter #humanrights https://t.co/…",,,,,actual,http://pbs.twimg.com/media/CVLwtGbWIAAL0ms.jpg,,,,,https://twitter.com/heritageimpex/status/672046233444204544
twitter,671957046514839000,2015-12-02T07:40:18Z,duncerned,"RT @MattMcGorry: If you're not noticing the trends, you're not looking hard enough. #BlackLivesMatter ""Cover-Up in Chicago"": https://t.co/r…",,http://www.nytimes.com/2015/11/30/opinion/cover-up-in-chicago.html,-31,23,enrichment,,,,,,https://twitter.com/afifahsyza/status/672045928904179712
twitter,672033490725175000,2015-12-02T12:44:04Z,Duprinder,RT @PrisonPlanet: #BlackLivesMatter Supporter Who Threatened to Kill 16 White Students Allowed Back on Campus https://t.co/eXMNeN9rF1 https…,,http://www.infowars.com/black-lives-matter-supporter-who-threatened-to-massacre-16-white-students-allowed-back-on-campus/,,,actual,http://pbs.twimg.com/media/CVOKSQoWcAAgA-N.jpg,,,,,https://twitter.com/RelyReley/status/672045851930435584
twitter,672094311635279000,2015-12-02T16:45:45Z,Dwthoma,"@cnn of course the cops tampered with the tape, they've been doing it for decades. Now we have proof #BlackLivesMatter",,,,,actual,,,,,,https://twitter.com/Difamili_DF/status/672045840240898048
twitter,671908085556998000,2015-12-02T04:25:45Z,Eddins_A,RT @ThePatriot143: Rosa Parks & #BlackLivesMatter... contrast much? Spoiled Rich Black Kids In Da Struggle  #ImBringingSegregationBack http…,,,,,actual,http://pbs.twimg.com/media/CVLjR5vUAAAziLc.jpg,,,,,https://twitter.com/MadameRamotswe/status/672045776671916032
twitter,672044966739316000,2015-12-02T13:29:40Z,Eduard_Mangal,RT @Marland_X: #BlueLivesMatter #AllLivesMatter Where tha fuck y'all at??? #BringEmOut #BlackLivesMatter #BlackTwitter #WarOnDrugs https://…,https://twitter.com/splcenter/status/671813698399399937,https://twitter.com/splcenter/status/671813698399399937,,,actual,,,,,,https://twitter.com/Davehighbury/status/672045477190369280
twitter,671900438216769000,2015-12-02T03:55:22Z,EkbalB,RT @UniteWomenOrg: #HerStory: 60yrs ago #RosaParks refuses to move & sparks a movement https://t.co/n9jo5AI4es #BlackLivesMatter https://t.…,,http://ow.ly/Vm9l9,,,actual,http://pbs.twimg.com/media/CVMB0lFUAAA8nEM.jpg (book jacket: 0.8443635106086731),,,,,https://twitter.com/JebBlount/status/672045456482918400
twitter,671929147619278000,2015-12-02T05:49:27Z,Elijah_Hoesmann,@kye_jackson am I allowed to tweet bro? #BlackLivesMatter,,,,,actual,,,,,,https://twitter.com/MarikaMorris/status/672045172516069376
twitter,672074378708779000,2015-12-02T15:26:33Z,ElleninEdmonton,#BlackLivesMatter  https://t.co/WaavnyLeDS,https://twitter.com/micnews/status/672059449637527552,https://twitter.com/micnews/status/672059449637527552,,,actual,,,,,,https://twitter.com/ahmedgazarin/status/672045155365425152
twitter,672032994303934000,2015-12-02T12:42:06Z,EnigmaMister,RT @PrisonPlanet: #BlackLivesMatter Supporter Who Threatened to Kill 16 White Students Allowed Back on Campus https://t.co/eXMNeN9rF1 https…,,http://www.infowars.com/black-lives-matter-supporter-who-threatened-to-massacre-16-white-students-allowed-back-on-campus/,,,actual,http://pbs.twimg.com/media/CVOKSQoWcAAgA-N.jpg,,,,,https://twitter.com/isamerose/status/672045106359345153
twitter,672088668346142000,2015-12-02T16:23:19Z,ErolAkyrek,RT @Peace_Memorial: Interested in the root cause of terror and violence? See our post @ https://t.co/y1ZUH8SD7w #blacklivesmatter #ISIS htt…,,http://bit.ly/peacenowe,41,29,enrichment,http://pbs.twimg.com/media/CVOwZQsUsAACgRE.png,,,,,https://twitter.com/Eduard_Mangal/status/672044966739316736
twitter,672071242761900000,2015-12-02T15:14:05Z,Every5thDay,RT @deAdder: I drew this ten years ago. A tribute to #RosaParks #BlackLivesMatter #cdnpoli https://t.co/RWJ5fAqGqB,,,,,actual,http://pbs.twimg.com/media/CVOstz4UYAACCrK.jpg,,,,,https://twitter.com/JoshuaDaCat/status/672044960573612032
twitter,671895810271895000,2015-12-02T03:36:59Z,F22Ross,"RT @AllenWestRepub: As black on black Chicago death toll skyrockets, #blacklivesmatter cares more about the cops. https://t.co/fL7VSnyaej",,http://fb.me/24qTn8LR0,,,actual,,,,,,https://twitter.com/__nicole28/status/672044905192103936
twitter,672094415557632000,2015-12-02T16:46:10Z,Fabmeenne,RT VSouza_STL: #JasonVanDyke murdered #LaquanMcDonald. Demand #BlueAccountability. #BlackLivesMatter #EnoughIsEnou… https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,,,,,,https://twitter.com/TheDemonEyeX/status/672044853195374592
twitter,672074061892186000,2015-12-02T15:25:17Z,Fabmeenne,#BlackLivesMatter - 10 things you should know about the killing of #LaquanMcDonald by police … https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,,,,,,https://twitter.com/pnumber628/status/672044605764853760
twitter,672074052970917000,2015-12-02T15:25:15Z,Fabmeenne,RT jglewis1983: So was it the good cops who deleted the tapes or the bad cops? #LaquanMcDonald #BlackLivesMatter  … https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,,,,,,https://twitter.com/beArianai/status/672044522617102336
twitter,672074041134592000,2015-12-02T15:25:12Z,Fabmeenne,RahmEmanuel sunnmcheaux BillRuthhart #dontBSyourself #LaquanMcDonald #JasonVanDyke #RecallRahm #BlackLivesMatter … https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,,,,,,https://twitter.com/Fat8h/status/672044416387911681
twitter,671984215442006000,2015-12-02T09:28:16Z,Fabmeenne,RT UDontWant3Peat: TheKingOfBaris (Video w/Audio) This is the saddest thing ever #LaquanMcDonald #BlackLivesMatter… https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,,,1,,,https://twitter.com/KiraOConnor/status/672044326805991424
twitter,671984210442366000,2015-12-02T09:28:15Z,Fabmeenne,RT UDontWant3Peat: Gina__McGill (Video w/Audio) This is the saddest thing ever #LaquanMcDonald #BlackLivesMatter … https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,,,1,,,https://twitter.com/briansonfire/status/672043991832096772
twitter,671984213097381000,2015-12-02T09:28:15Z,Fabmeenne,RT UDontWant3Peat: gme11 (Video w/Audio) This is the saddest thing ever #LaquanMcDonald #BlackLivesMatter … https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,,,1,,,https://twitter.com/CvmeronCalnan/status/672043903789346816
twitter,671980534646628000,2015-12-02T09:13:38Z,Fabmeenne,"RT telesurenglish: Chicago police superintendent forced to step down 
#LaquanMcDonald #BlackLivesMatter
… https://t.co/6sx4np4jM2",,https://goo.gl/t4fpx2,,,actual,,,,,,https://twitter.com/ibarra_lisa/status/672043894452817920
twitter,671941887490682000,2015-12-02T06:40:04Z,Fabmeenne,"More lies from #BlackLivesMatter The so-called, altered Burger King video. Yeah, about that: … https://t.co/6sx4np4jM2",,https://goo.gl/t4fpx2,,,actual,,,,,,https://twitter.com/finowfilmfest/status/672043856851005440
twitter,671934872219475000,2015-12-02T06:12:12Z,Fabmeenne,"jamiealistair: Why RahmEmanuel  must resign: ""Vox populi, vox Dei""! #LaquanMcDonald #RahmResign #BlackLivesMatter … https://t.co/6sx4np4jM2",,https://goo.gl/t4fpx2,,,actual,,,,,,https://twitter.com/CricaValle/status/672043055265030145
twitter,671934855966535000,2015-12-02T06:12:08Z,Fabmeenne,"jamiealistair: Why RahmEmanuel  must resign: ""Vox populi, vox Dei""! #LaquanMcDonald #RahmResign #BlackLivesMatter https://t.co/6sx4np4jM2",,https://goo.gl/t4fpx2,,,actual,,,,,,https://twitter.com/doc_damage/status/672042334566146048
twitter,671934840971902000,2015-12-02T06:12:04Z,Fabmeenne,RT MyDadAtTheStore: HE FIRED 6 MORE SHOTS WHILE HE WAS GRASPING FOR AIR.. #LaquanMcDonald #BlackLivesMatter. FUCK … https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,,,,,,https://twitter.com/gigagiga335/status/672042232745185280
twitter,671896117471272000,2015-12-02T03:38:12Z,Fabmeenne,#LaquanMcDonald  #BlackLivesMatter #weshutshitdown https://t.co/N59nIfMh75 https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,http://pbs.twimg.com/media/CVMNzAnWoAErm-j.jpg,,,,,https://twitter.com/ShaunaLHoward/status/672042016176345088
twitter,671896112299683000,2015-12-02T03:38:11Z,Fabmeenne,#LaquanMcDonald  #BlackLivesMatter #weshutshitdown https://t.co/0ycVYkwJmx https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,http://pbs.twimg.com/media/CVMNto7WUAEpLse.jpg,,,,,https://twitter.com/donnavthorn/status/672041723057557505
twitter,671896110898790000,2015-12-02T03:38:10Z,Fabmeenne,RT shecode_s: 1.5 Mil. Out on bail for 150k #JasonVanDyke is a murderer #blacklivesmatter #LaquanMcDonald … https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,,,,,,https://twitter.com/JGMalaret/status/672041630795350020
twitter,671896103722360000,2015-12-02T03:38:09Z,Fabmeenne,#LaquanMcDonald  #BlackLivesMatter #weshutshitdown https://t.co/Vjn7BPIJvp https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,http://pbs.twimg.com/media/CVMNlZWXIAE-l5T.jpg,,,,,https://twitter.com/TokyoLiftOff/status/672041521680633856
twitter,671896106993848000,2015-12-02T03:38:09Z,Fabmeenne,#LaquanMcDonald  #BlackLivesMatter #weshutshitdown https://t.co/VB1njFQHcN https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,http://pbs.twimg.com/media/CVMNpksWUAEORlg.jpg,,,,,https://twitter.com/donnavthorn/status/672041490563100672
twitter,671896105295224000,2015-12-02T03:38:09Z,Fabmeenne,#LaquanMcDonald  #BlackLivesMatter #weshutshitdown https://t.co/KQQKbdLfgY https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,http://pbs.twimg.com/media/CVMNli4WcAA5Rf1.jpg,,,,,https://twitter.com/warrioroftrut/status/672040531577454592
twitter,671896095224631000,2015-12-02T03:38:06Z,Fabmeenne,#LaquanMcDonald  #BlackLivesMatter #weshutshitdown https://t.co/IpWkQJnWLv https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,http://pbs.twimg.com/media/CVMNffrWwAAWN4p.jpg,,,,,https://twitter.com/ONGCriola/status/672039980202631168
twitter,671896087280672000,2015-12-02T03:38:05Z,Fabmeenne,#LaquanMcDonald  #BlackLivesMatter #weshutshitdown https://t.co/HVqjBDKwFu https://t.co/6sx4np4jM2,,https://goo.gl/t4fpx2,,,actual,http://pbs.twimg.com/media/CVMNdrNWsAA5eWR.jpg,,,,,https://twitter.com/adolruizf/status/672039978294210560
twitter,671887725340065000,2015-12-02T03:04:51Z,Fabmeenne,RT jglewis1983: So was it the good cops who deleted the tapes or the bad cops? #LaquanMcDonald #BlackLivesMatter  … https://t.co/6sx4np4jM2,https://twitter.com/astrophilian/status/671887069661237249,https://goo.gl/t4fpx2,,,actual,,,,,,https://twitter.com/johnmitheo/status/672039678103543808
twitter,671874407812358000,2015-12-02T02:11:56Z,fakeconsultant,"RT @PoliticalAnt: No, it doesn't, but #BlackLivesMatter is fighting for and deserves the respect of all Blacks. https://t.co/lrFpXgcgFz",https://twitter.com/ScottERogers12/status/671819928220082176,https://twitter.com/ScottERogers12/status/671819928220082176,,,actual,,,,,,https://twitter.com/__nicole28/status/672039001109487617
twitter,672044416387911000,2015-12-02T13:27:29Z,Fat8h,RT @NYDailyNews: ‘Dancing Cop’ disinvited from second R.I. city over #blacklivesmatter flak https://t.co/gCrkyzqwV9 https://t.co/CNradgRxno,,http://nydn.us/1N3w8ZI,,,actual,http://pbs.twimg.com/media/CVOUbi3WEAEo1rz.jpg,,,,,https://twitter.com/laurynjiles/status/672038973196410880
twitter,672043856851005000,2015-12-02T13:25:16Z,finowfilmfest,"RT @IndyFilmArtist1: Bill OReilly Compares #BlackLivesMatter to Nazis, Cuts Microphone of Supporter https://t.co/XTGFheeuDV #Filmmaking",,http://dld.bz/eaDJW,51,10,enrichment,,,,,,https://twitter.com/paperthinribs/status/672038935196008448
twitter,671950510979604000,2015-12-02T07:14:20Z,FlipPrior,"RT @sallyjsara: Don't miss next week's special episode of @foreignofficial @abctv #BlackLivesMatter from the streets of the USA.
https://t.…",,https://amp.twimg.com/v/191a28e4-428f-4671-b3e6-0d805bb8cdda,-34,151,enrichment,,,,,,https://twitter.com/Ombilal421/status/672038905231773696
twitter,671893674666528000,2015-12-02T03:28:29Z,fmedeirosss,"And once again, young black men killed by the police. #BlackLivesMatter #vidasnegrasimportam #fimdapmerj  https://t.co/E0UGdoQ1RC",https://twitter.com/ajplus/status/671851587652861952,https://twitter.com/ajplus/status/671851587652861952,43,13,enrichment,,,,,,https://twitter.com/ConradCollaco/status/672038782955159552
twitter,671926897656266000,2015-12-02T05:40:30Z,ForeignOfficial,RT @sallyjsara: Portraits by the v talented @byDVNLLN  @ForeignOfficial @Just_Ericka @kwamerose #Baltimore #BlackLivesMatter https://t.co/M…,,,-25,134,enrichment,http://pbs.twimg.com/media/CVMB5z0UsAA5z89.jpg,,,,,https://twitter.com/Lpool_FilmFest/status/672038765666443266
twitter,672092921982685000,2015-12-02T16:40:14Z,forexwatcher,RT @BringTheFlag: #BlackLivesMatter does not talk about this..... https://t.co/PncSHJxiNS,,,36,138,enrichment,http://pbs.twimg.com/media/CVPA1dRUkAAUSGq.jpg,,,,,https://twitter.com/PhRoose/status/672038674905755650
twitter,671891836798001000,2015-12-02T03:21:11Z,FoxMulder1993,RT @jrgaillot: Why  #BlackLivesMatter EXPLOSIVE: Whistleblower Cops Reveal Decades Of Planting Guns & Drugs On Innocent Blacks... https://t…,,http://fb.me/7qRcDslMI,,,actual,,,,,,https://twitter.com/gordoff/status/672037792705187840
twitter,671917687979843000,2015-12-02T05:03:55Z,FRANK_J_MILES,#BlackLivesMatter https://t.co/PTjIiWWRGW,,,53,13,enrichment,http://pbs.twimg.com/media/CVMhk6HWoAEP47k.jpg,,,,,https://twitter.com/babakml/status/672037432708198400
twitter,671903358656057000,2015-12-02T04:06:58Z,FRANK_J_MILES,"Whiteness is built on Black Death. Black Life is a threat to whiteness. 
  #LaquanMcDonald #FireRahm #JasonVanDyke #BlackLivesMatter",,,53,13,enrichment,,,,,,https://twitter.com/safiia_1997/status/672037429633802240
twitter,671922682225680000,2015-12-02T05:23:45Z,frogsarelovely,RT @stimulator: If you missed Insurgent Projections epic #BlackLivesMatter screening you get another chance this sunday in Montreal https:/…,,https://www.facebook.com/events/941699122612263/,,,actual,,1,,,,https://twitter.com/CritchleyBob/status/672037371257327617
twitter,672098468987408000,2015-12-02T17:02:16Z,fugitivephilo,Also wanted: white cops to keep fidgety black folk outta' our stores #BlackLivesMatter  https://t.co/4JAIeA5ORq,https://twitter.com/lcbo/status/671755945479815168,https://twitter.com/lcbo/status/671755945479815168,,,actual,,,,,,https://twitter.com/LMbabak/status/672037160023932928
twitter,672098092498358000,2015-12-02T17:00:46Z,fugitivephilo,"CANADIAN BACON—White rent-a-cop violently arrests man black @LCBO for being ""fidgety"" https://t.co/qntGjIv1jh #BlackLivesMatter",,http://www.cbc.ca/beta/news/canada/toronto/lcbo-arrest-sheridan-mall-1.3346092,,,actual,,,,,,https://twitter.com/paisleybhoy88/status/672036875788558336
twitter,671873214625091000,2015-12-02T02:07:11Z,FulcrumAmber,RT @richiewww: But she started muh conversation!!! https://t.co/CUvaEsBeIt #BlackLivesMatter,,http://ln.is/www.nj.com/union/ind/mEQDZ,,,actual,,,,,,https://twitter.com/xS3PukkUx/status/672036225700798464
twitter,671962797635432000,2015-12-02T08:03:10Z,GabbyOgbechie1,Chicago #BlackLivesMatter protesters halt Black Friday sales https://t.co/fPYU3IWeni via @GabbyOgbechie1TPGazette,,http://wp.me/p4KMCN-chv,7,3,enrichment,,,,,,https://twitter.com/LeeCF80/status/672035918111506432
twitter,671903257632104000,2015-12-02T04:06:34Z,Gabriellesse,"RT @NiggaTheory: #SandraBland 
#SayHerName 
#BlackLivesMatter https://t.co/tODOqFacyb",,,,,actual,http://pbs.twimg.com/media/CVL1u4vU4AA89RV.jpg,,,,,https://twitter.com/LMbabak/status/672035815573319681
twitter,671970672743182000,2015-12-02T08:34:27Z,galtunginstitut,The other #BlackLivesMatter over here in Europe. In #migrantcrisis significant n° of Subsaharan Refugees complaining https://t.co/IoE2Cx1vCe,https://twitter.com/MiddleEastEye/status/671967050638557185,https://twitter.com/MiddleEastEye/status/671967050638557185,,,actual,,,,,,https://twitter.com/babaklm2/status/672035304392556546
