Source,Source ID,Time,Username,Text,File Attachments,Entity URLs,Latitude,Longitude,Geo Type,Media,Positive Sentiment Confidence,Negative Sentiment Confidence,Source URL
twitter,6.73203E+17,2015-12-05T18:09:31Z,Anontrip,RT @TKrypt_: Let me hear you whine when your being videoed 24\7 EVERYWHERE YOU GO #Anonymous #Anon #BlueLivesMatter https://t.co/36q9e92VHK,,,,,actual,http://pbs.twimg.com/media/CTLm41oUcAAMH5J.png,,,https://twitter.com/Anontrip/status/673202555434897408
twitter,6.73202E+17,2015-12-05T18:06:33Z,patsow,RT @TKrypt_: Let me hear you whine when your being videoed 24\7 EVERYWHERE YOU GO #Anonymous #Anon #BlueLivesMatter https://t.co/36q9e92VHK,,,,,actual,http://pbs.twimg.com/media/CTLm41oUcAAMH5J.png,,,https://twitter.com/patsow/status/673201807833763841
twitter,6.73198E+17,2015-12-05T17:49:37Z,medicvalentine,RT @penningtonlock: #BlueLivesMatter https://t.co/8QSQJ3Q3vQ,,,,,actual,http://pbs.twimg.com/media/CVMMnJwUAAERYeD.jpg,,,https://twitter.com/medicvalentine/status/673197547150843904
twitter,6.73184E+17,2015-12-05T16:56:29Z,ChrisDiPalma1,RT @scrowder: #BlueLivesMatter => Heroic San Bernardino Cop: ‘I’ll Take a Bullet Before You” https://t.co/5BNxzHjyO7 https://t.co/zsuh2VtmfN,,http://louderwithcrowder.com/san-bernardino-cop-ill-take-a-bullet-before-you/,,,actual,http://pbs.twimg.com/media/CVehG0IXIAEJTXo.jpg,,,https://twitter.com/ChrisDiPalma1/status/673184177664208896
twitter,6.73184E+17,2015-12-05T16:54:35Z,wilcon4,"RT @LindaSuhler: I Stand By America’s Police Officers!

@SheriffClarke 

#BlueLivesMatter
#PoliceLivesMatter

#SisterPatriots
#tcot https:/…",,,,,actual,http://pbs.twimg.com/media/CVbcA8FVEAAS2l1.png,,,https://twitter.com/wilcon4/status/673183697898635265
twitter,6.73178E+17,2015-12-05T16:32:51Z,Manitobagal,"RT @jstines3: Continue to cling to GUNS & RELIGION!

@SheriffClarke #BlueLIvesMatter #StandWIthSheriffClarke #TCOT #PJNET

https://t.co/Wf6…",,,,,actual,http://pbs.twimg.com/media/CUmCqD6UYAA2-5P.jpg,,,https://twitter.com/Manitobagal/status/673178227267923968
twitter,6.73172E+17,2015-12-05T16:08:14Z,marigold211,RT @trymebra: #SanBernadinoShooting #guncontrol @POTUS #gitmo #BlueLivesMatter @politico @liberal_party #LiberalLogic #tcot https://t.co/xd…,,,,,actual,http://pbs.twimg.com/media/CVeHmp3U4AA-1TD.jpg,,,https://twitter.com/marigold211/status/673172032587173888
twitter,6.73171E+17,2015-12-05T16:04:29Z,Manitobagal,"RT @jstines3: Stop trying to fix the POLICE; fix the GHETTO! 

#WakeUpAmerica #TCOT #PJNET #BlueLivesMatter @SheriffClarke 

https://t.co/C…",,,,,actual,http://pbs.twimg.com/media/CSvAE8zWwAEruhw.jpg,,0.87,https://twitter.com/Manitobagal/status/673171092144455680
twitter,6.73158E+17,2015-12-05T15:10:31Z,MarcRudelli,RT @trymebra: #SanBernadinoShooting #guncontrol @POTUS #gitmo #BlueLivesMatter @politico @liberal_party #LiberalLogic #tcot https://t.co/xd…,,,,,actual,http://pbs.twimg.com/media/CVeHmp3U4AA-1TD.jpg,,,https://twitter.com/MarcRudelli/status/673157508467298304
twitter,6.73157E+17,2015-12-05T15:06:50Z,niceninja,RT @trymebra: #SanBernadinoShooting #guncontrol @POTUS #gitmo #BlueLivesMatter @politico @liberal_party #LiberalLogic #tcot https://t.co/xd…,,,,,actual,http://pbs.twimg.com/media/CVeHmp3U4AA-1TD.jpg (screenshot: 0.8704447150230408),,,https://twitter.com/niceninja/status/673156582205603840
twitter,6.73152E+17,2015-12-05T14:48:50Z,MichaelvdGalien,This Tweet by Actor @RealJamesWoods Says It All https://t.co/9m5nHX2Ytw #Guns #BlueLivesMatter,,https://pjmedia.com/trending/2015/12/5/this-tweet-by-actor-james-woods-says-it-all,,,actual,,,,https://twitter.com/MichaelvdGalien/status/673152054362112000
twitter,6.73148E+17,2015-12-05T14:32:22Z,theironicview,"RT @THETXEMBASSY: #SanBernadino 
#BlueLivesMatter 
#2A 🔫 Matters 
Radical #IslamIsTheProblem 👳 
@caligirl1909 @NRA @Shooters_Wife https://t…",,,,,actual,http://pbs.twimg.com/media/CVZLVZfUYAAzZ0E.jpg,,,https://twitter.com/theironicview/status/673147906740772864
twitter,6.73147E+17,2015-12-05T14:30:19Z,Dc37Deborah,"RT @LindaSuhler: I Stand By America’s Police Officers!

@SheriffClarke 

#BlueLivesMatter
#PoliceLivesMatter

#SisterPatriots
#tcot https:/…",,,,,actual,http://pbs.twimg.com/media/CVbcA8FVEAAS2l1.png,,,https://twitter.com/Dc37Deborah/status/673147394087874560
twitter,6.7314E+17,2015-12-05T14:00:18Z,Romynsa,RT @chiver453: #BlueLivesMatter #ThinBlueLine https://t.co/L8Bl8KyGqd,,,,,actual,http://pbs.twimg.com/media/CVdrQSJVAAA_J01.jpg,,,https://twitter.com/Romynsa/status/673139840104419328
twitter,6.73139E+17,2015-12-05T13:55:03Z,RichmondHillSam,"USA & Canada headed down wrong path, time to make a turn around before it's to late #WakeUpAmerica #WakeUpCanada #BlueLivesMatter #StopIsis",,,,,actual,,,,https://twitter.com/RichmondHillSam/status/673138518785421312
twitter,6.73139E+17,2015-12-05T13:55:02Z,koren_22,RT @chiver453: #BlueLivesMatter #ThinBlueLine https://t.co/L8Bl8KyGqd,,,56.1304,-106.3468,enrichment,http://pbs.twimg.com/media/CVdrQSJVAAA_J01.jpg,,,https://twitter.com/koren_22/status/673138514142306304
